epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,47313.9,0.68015,1.64409,1.24096,0,0,0,0,0,0,0,6.1712e-05,6.1712e-05,6.1712e-05
62,48106.5,0.6771,1.7016,1.25243,0,0,0,0,0,0,0,6.02072e-05,6.02072e-05,6.02072e-05
63,48857.5,0.67557,1.66364,1.22274,0,0,0,0,0,0,0,5.87024e-05,5.87024e-05,5.87024e-05
64,49600.9,0.67014,1.66912,1.24303,0,0,0,0,0,0,0,5.71976e-05,5.71976e-05,5.71976e-05
65,50384.7,0.66445,1.61306,1.23819,0,0,0,0,0,0,0,5.56928e-05,5.56928e-05,5.56928e-05
66,51158.4,0.66211,1.60539,1.22562,0,0,0,0,0,0,0,5.4188e-05,5.4188e-05,5.4188e-05
67,51960.1,0.69174,1.61039,1.25965,0,0,0,0,0,0,0,5.26832e-05,5.26832e-05,5.26832e-05
68,52713.7,0.65767,1.54582,1.21901,0,0,0,0,0,0,0,5.11784e-05,5.11784e-05,5.11784e-05
69,53494.5,0.65934,1.58049,1.22546,0,0,0,0,0,0,0,4.96736e-05,4.96736e-05,4.96736e-05
70,54239.1,0.65911,1.59216,1.23462,0,0,0,0,0,0,0,4.81688e-05,4.81688e-05,4.81688e-05
71,55036.4,0.65814,1.58236,1.24732,0,0,0,0,0,0,0,4.6664e-05,4.6664e-05,4.6664e-05
72,55815.2,0.66699,1.52952,1.24079,0,0,0,0,0,0,0,4.51592e-05,4.51592e-05,4.51592e-05
73,56565.6,0.65861,1.52928,1.24121,0,0,0,0,0,0,0,4.36544e-05,4.36544e-05,4.36544e-05
74,57341.3,0.64723,1.48518,1.22732,0,0,0,0,0,0,0,4.21496e-05,4.21496e-05,4.21496e-05
75,58123.9,0.66003,1.53517,1.22897,0,0,0,0,0,0,0,4.06448e-05,4.06448e-05,4.06448e-05
76,58863.8,0.66108,1.50503,1.22318,0,0,0,0,0,0,0,3.914e-05,3.914e-05,3.914e-05
77,59638,0.63809,1.4918,1.22409,0,0,0,0,0,0,0,3.76352e-05,3.76352e-05,3.76352e-05
78,60416.5,0.65359,1.46795,1.23417,0,0,0,0,0,0,0,3.61304e-05,3.61304e-05,3.61304e-05
79,61124.9,0.64766,1.49995,1.21451,0,0,0,0,0,0,0,3.46256e-05,3.46256e-05,3.46256e-05
80,61922.1,0.64406,1.46359,1.22882,0,0,0,0,0,0,0,3.31208e-05,3.31208e-05,3.31208e-05
81,62702.8,0.64557,1.46669,1.23217,0,0,0,0,0,0,0,3.1616e-05,3.1616e-05,3.1616e-05
82,63440.9,0.65282,1.49252,1.23368,0,0,0,0,0,0,0,3.01112e-05,3.01112e-05,3.01112e-05
83,64225.2,0.64841,1.46412,1.23203,0,0,0,0,0,0,0,2.86064e-05,2.86064e-05,2.86064e-05
84,64947.4,0.63642,1.43411,1.21549,0,0,0,0,0,0,0,2.71016e-05,2.71016e-05,2.71016e-05
85,65742.9,0.63837,1.44469,1.20309,0,0,0,0,0,0,0,2.55968e-05,2.55968e-05,2.55968e-05
86,66472.7,0.64482,1.43184,1.22618,0,0,0,0,0,0,0,2.4092e-05,2.4092e-05,2.4092e-05
87,67243.8,0.65584,1.43459,1.22021,0,0,0,0,0,0,0,2.25872e-05,2.25872e-05,2.25872e-05
88,67988.6,0.64737,1.40718,1.23824,0,0,0,0,0,0,0,2.10824e-05,2.10824e-05,2.10824e-05
89,68747,0.64074,1.38654,1.21856,0,0,0,0,0,0,0,1.95776e-05,1.95776e-05,1.95776e-05
90,69495.2,0.64275,1.42524,1.23414,0,0,0,0,0,0,0,1.80728e-05,1.80728e-05,1.80728e-05
91,70300.3,0.64132,1.65092,1.25005,0,0,0,0,0,0,0,1.6568e-05,1.6568e-05,1.6568e-05
92,71035.6,0.62124,1.54492,1.23999,0,0,0,0,0,0,0,1.50632e-05,1.50632e-05,1.50632e-05
93,71807.4,0.62275,1.52914,1.23251,0,0,0,0,0,0,0,1.35584e-05,1.35584e-05,1.35584e-05
94,72585.9,0.61241,1.50972,1.22906,0,0,0,0,0,0,0,1.20536e-05,1.20536e-05,1.20536e-05
95,73320.8,0.61025,1.50335,1.23402,0,0,0,0,0,0,0,1.05488e-05,1.05488e-05,1.05488e-05
96,74096,0.60481,1.50637,1.24287,0,0,0,0,0,0,0,9.044e-06,9.044e-06,9.044e-06
97,74855.3,0.60499,1.48299,1.24148,0,0,0,0,0,0,0,7.5392e-06,7.5392e-06,7.5392e-06
98,75628.1,0.60621,1.47379,1.23484,0,0,0,0,0,0,0,6.0344e-06,6.0344e-06,6.0344e-06
99,76400.3,0.6077,1.48792,1.21859,0,0,0,0,0,0,0,4.5296e-06,4.5296e-06,4.5296e-06
100,77173.1,0.60019,1.46406,1.21779,0.73311,0.47677,0.61762,0.53433,0.62013,1.15373,1.38665,3.0248e-06,3.0248e-06,3.0248e-06
