epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,3883.47,0.9766,2.9952,1.2356,1,0.57485,0.60179,0.41578,1.08829,2.53843,1.8373,0.000736084,0.000736084,0.000736084
21,4070.71,0.86562,3.21171,1.38366,1,0.78485,0.78569,0.5385,1.22564,2.58677,2.08722,0.00074896,0.00074896,0.00074896
22,4257.67,0.83584,3.04241,1.29321,0.99313,0.68421,0.68704,0.55055,0.89241,2.51728,1.61397,0.00075946,0.00075946,0.00075946
23,4443.11,0.92927,2.60536,1.23161,0.99477,0.68421,0.73236,0.56046,0.86822,2.29738,1.58567,0.000767584,0.000767584,0.000767584
24,4628.24,0.81502,2.66316,1.13246,1,0.87085,0.8953,0.62241,0.94933,2.20557,1.64746,0.000773332,0.000773332,0.000773332
25,4815.39,0.76223,2.77557,1.18747,1,0.83772,0.89252,0.6413,0.96805,2.0746,1.69203,0.000776704,0.000776704,0.000776704
26,5001.26,0.84143,2.59905,1.23733,1,0.85121,0.8953,0.65279,0.8942,1.98853,1.67279,0.0007777,0.0007777,0.0007777
27,5187.13,0.75928,2.44704,1.15781,1,0.84046,0.8953,0.65348,0.94861,2.00477,1.73065,0.00077632,0.00077632,0.00077632
28,5370.7,0.73379,2.36371,1.21732,1,0.84092,0.89563,0.63904,1.02324,1.93266,1.82077,0.000772564,0.000772564,0.000772564
29,5556.55,0.73734,1.99188,1.23846,1,0.84092,0.89563,0.63904,1.02324,1.93266,1.82077,0.000766432,0.000766432,0.000766432
30,5742.21,0.73535,1.84329,1.1706,1,0.84039,0.89558,0.6691,0.87183,1.76391,1.74035,0.000757924,0.000757924,0.000757924
31,5926.48,0.6873,2.20733,1.1127,1,0.84002,0.89552,0.6795,0.83866,1.69983,1.67942,0.00074704,0.00074704,0.00074704
32,6110.41,0.75365,1.83001,1.1375,1,0.84141,0.8953,0.66568,0.84961,1.67499,1.65953,0.00073378,0.00073378,0.00073378
33,6293.62,0.73479,1.84653,1.05137,1,0.84141,0.8953,0.66568,0.84961,1.67499,1.65953,0.000718144,0.000718144,0.000718144
34,6477.19,0.74588,1.80665,1.25496,1,0.8386,0.89252,0.63692,0.94477,1.6799,1.70349,0.0006932,0.0006932,0.0006932
35,6660.14,0.6861,1.66039,1.19735,1,0.85501,0.8953,0.67038,0.84105,1.58298,1.58941,0.0006536,0.0006536,0.0006536
36,6843.41,0.62907,1.54243,1.14019,1,0.83798,0.84541,0.6526,0.79142,1.46626,1.49749,0.000614,0.000614,0.000614
37,7029.88,0.72252,1.42682,1.10092,1,0.83798,0.84541,0.6526,0.79142,1.46626,1.49749,0.0005744,0.0005744,0.0005744
38,7215.69,0.72625,1.52481,1.15954,1,0.83822,0.84772,0.65037,0.80877,1.43827,1.49606,0.0005348,0.0005348,0.0005348
39,7398.09,0.64203,1.44774,1.1074,1,0.8379,0.89003,0.66083,0.91298,1.42814,1.60815,0.0004952,0.0004952,0.0004952
40,7586.17,0.60589,1.47645,1.15637,1,0.8379,0.8521,0.63657,0.88154,1.38406,1.60798,0.0004556,0.0004556,0.0004556
41,7767.34,0.68514,1.89177,1.2195,1,0.8379,0.8521,0.63657,0.88154,1.38406,1.60798,0.000416,0.000416,0.000416
42,7946.1,0.61087,1.84792,1.20068,1,0.83767,0.85013,0.65524,0.76264,1.3575,1.53841,0.0003764,0.0003764,0.0003764
43,8125.43,0.5833,1.78183,1.08416,1,0.83717,0.84875,0.64028,0.75609,1.33501,1.50743,0.0003368,0.0003368,0.0003368
44,8304.69,0.62049,1.76296,1.18056,1,0.83744,0.85104,0.64856,0.77746,1.32411,1.49863,0.0002972,0.0002972,0.0002972
45,8483.13,0.65791,1.74982,1.08513,1,0.83744,0.85104,0.64856,0.77746,1.32411,1.49863,0.0002576,0.0002576,0.0002576
46,8660.97,0.65616,1.73418,1.18906,1,0.83801,0.85415,0.66329,0.74394,1.31326,1.48926,0.000218,0.000218,0.000218
47,8843.84,0.61033,1.65839,1.19166,1,0.87469,0.8953,0.69886,0.74066,1.30201,1.51496,0.0001784,0.0001784,0.0001784
48,9019.55,0.52804,1.61,1.12845,1,0.87929,0.8953,0.70254,0.75155,1.27044,1.5407,0.0001388,0.0001388,0.0001388
49,9199.16,0.50487,1.58284,1.04367,1,0.87929,0.8953,0.70254,0.75155,1.27044,1.5407,9.92e-05,9.92e-05,9.92e-05
50,9378.82,0.51695,1.55121,1.14746,1,0.88121,0.8953,0.69833,0.75749,1.26689,1.54498,5.96e-05,5.96e-05,5.96e-05
